ID,Year,Games_Won,Games_Lost,Games_Drawn,Points_For,Points_Against,Percentage,Ladder_Position,Finals,Teams,Average_Age,Ladder_Position_Prev,Teams_Prev,Ladder_Position_Next,Teams_Next,Close_Games_Won,Close_Games_Lost,Away_Games_Won,Last_Five,Average_Attendance,Players_Used,Victorian
1550,200x,15,7,0,1974,1696,116.39,3,Premier,16,25.5,6.0,16.0,4,16,5,3,6,4,37050.0,32,False
150,197x,19,3,0,2772,1986,139.58,1,Premier,12,25.5,4.0,12.0,2,12,2,2,9,4,36393.0,31,True
513,201x,15,7,0,2046,1699,120.42,3,Runner-up,18,25.1,13.0,18.0,4,18,3,2,8,3,55371.0,39,True
948,198x,7,15,0,2133,2599,82.07,9,,12,24.4,6.0,12.0,6,14,0,2,2,2,17813.0,41,True
1186,200x,14,8,0,2345,1965,119.34,5,Finalist,16,24.5,15.0,16.0,6,16,1,1,5,3,54316.0,36,True
756,195x,7,10,1,1193,1342,88.9,7,,12,22.6,8.0,12.0,3,12,3,2,4,2,16823.0,37,True
1496,200x,8,14,0,1950,2039,95.64,12,,16,25.3,6.0,16.0,1,16,1,3,3,3,34370.0,37,False
890,190x,12,5,0,1085,582,186.43,2,Premier,8,25.0,3.0,8.0,2,8,3,4,6,5,22516.0,32,True
748,197x,9,13,0,2056,2282,90.1,9,,12,24.6,6.0,12.0,12,12,1,1,4,1,21027.0,32,True
553,196x,7,13,0,1745,2118,82.39,10,,12,22.6,11.0,12.0,9,12,3,0,3,3,13786.0,40,True
184,199x,14,6,2,2464,1931,127.6,4,Finalist,16,24.5,10.0,15.0,6,16,2,2,5,2,47739.0,36,True
1562,195x,4,13,1,1170,1330,87.97,11,,12,23.1,12.0,12.0,9,12,2,3,2,1,18994.0,42,True
714,193x,11,7,0,1884,1498,125.77,5,,12,24.2,9.0,12.0,1,12,2,2,3,5,10540.0,33,True
1506,192x,12,4,0,1178,922,127.77,1,Runner-up,9,24.5,3.0,9.0,5,9,5,5,5,3,25645.0,33,True
1130,201x,11,11,0,2125,1992,106.68,8,Finalist,18,24.8,10.0,18.0,13,18,3,4,6,3,46406.0,38,True
1003,201x,12,9,1,1897,1735,109.34,7,Finalist,17,24.8,5.0,16.0,3,18,4,4,6,4,29013.0,35,False
1029,192x,7,11,0,1480,1675,88.36,8,,12,25.0,9.0,12.0,11,12,3,3,4,3,14948.0,38,True
1614,198x,11,11,0,2112,2239,94.33,6,,12,24.3,9.0,12.0,6,12,0,0,4,2,21928.0,41,True
7,193x,3,15,0,1188,1851,64.18,12,,12,24.3,11.0,12.0,9,12,3,2,2,0,10356.0,41,True
1268,194x,11,7,0,1645,1599,102.88,4,Finalist,12,24.9,7.0,12.0,10,12,4,1,5,1,11366.0,31,True
682,198x,9,12,1,2075,2318,89.52,9,,14,24.3,5.0,12.0,6,14,1,2,4,1,22649.0,39,True
1256,193x,7,11,0,1582,1713,92.35,7,,12,24.4,2.0,12.0,4,12,1,1,0,1,10717.0,33,True
367,196x,12,6,0,1629,1232,132.22,4,Finalist,12,22.2,1.0,12.0,7,12,1,4,5,2,33477.0,33,True
801,201x,4,18,0,1557,2306,67.52,17,,18,23.8,15.0,18.0,17,18,2,0,1,2,21244.0,40,False
752,195x,12,6,0,1528,1235,123.72,2,Premier,12,22.9,5.0,12.0,3,12,4,3,5,3,39567.0,35,True
339,199x,10,12,0,1978,2045,96.72,11,,16,25.6,5.0,16.0,11,16,1,3,3,2,39653.0,38,True
1137,199x,4,16,0,1753,2480,70.69,14,,15,23.1,13.0,15.0,9,15,0,1,1,0,24202.0,41,True
981,190x,14,3,0,985,574,171.6,2,Runner-up,8,24.3,3.0,8.0,1,8,2,2,6,4,23682.0,27,True
1402,192x,4,13,0,1132,1368,82.75,11,,12,26.3,,,10,12,2,3,1,1,15127.0,37,True
1210,197x,15,7,0,2131,2037,104.61,4,Finalist,12,22.8,1.0,12.0,5,12,5,3,8,1,32020.0,35,True
265,198x,6,16,0,2113,2666,79.26,13,,14,25.2,,,13,14,1,0,3,1,11112.0,41,False
1008,195x,10,8,0,1506,1476,102.03,6,,12,23.6,6.0,12.0,6,12,4,4,3,3,22389.0,33,True
1273,196x,9,9,0,1159,1140,101.67,6,,12,23.1,8.0,12.0,3,12,3,4,4,2,23247.0,33,True
382,196x,10,8,0,1317,1190,110.67,6,,12,23.1,10.0,12.0,6,12,1,2,5,1,27386.0,36,True
1328,193x,15,3,0,1928,1502,128.36,1,Premier,12,24.2,5.0,12.0,1,12,4,0,8,5,21456.0,34,True
424,199x,10,12,0,2053,2033,100.98,10,,16,23.7,14.0,16.0,1,16,1,1,4,3,27636.0,33,True
148,190x,10,6,1,804,762,105.51,2,Runner-up,8,25.5,3.0,8.0,3,8,5,3,4,2,24344.0,38,True
538,199x,16,6,0,2339,2066,113.21,4,Finalist,14,24.1,4.0,14.0,5,15,3,2,7,4,30891.0,37,True
1297,200x,13,9,0,1938,1804,107.43,6,Finalist,16,24.6,4.0,16.0,3,16,4,3,5,4,31825.0,33,False
239,194x,14,5,0,1876,1528,122.77,2,Runner-up,12,25.0,1.0,12.0,1,12,4,2,7,2,27314.0,36,True
1214,201x,16,6,0,1892,1664,113.7,3,Premier,18,24.7,1.0,18.0,3,18,2,0,7,5,54011.0,39,True
1537,200x,6,16,0,1988,2121,93.73,14,,16,25.2,11.0,16.0,14,16,0,8,2,2,31819.0,38,False
452,201x,10,12,0,2055,1939,105.98,10,,18,24.6,9.0,18.0,5,18,0,3,6,2,31376.0,37,False
545,202x,10,7,0,1103,1034,106.67,7,Finalist,18,24.9,7.0,18.0,5,18,2,2,5,3,4370.0,40,True
1466,194x,14,4,0,1993,1701,117.17,2,Premier,12,24.5,1.0,12.0,8,11,3,0,7,4,20352.0,36,True
233,195x,7,11,0,1340,1454,92.16,8,,12,23.2,9.0,12.0,8,12,3,2,1,2,22080.0,34,True
1117,201x,12,10,0,1950,1790,108.94,9,,18,25.0,15.0,18.0,12,18,3,4,5,3,25896.0,31,True
235,201x,16,6,0,2483,1795,138.33,5,Finalist,18,25.0,7.0,18.0,1,18,1,2,7,3,39233.0,29,False
1385,191x,3,11,0,547,852,64.2,8,,8,25.2,,,6,9,1,1,0,2,,40,True
1444,197x,17,5,0,2383,1735,137.35,1,Runner-up,12,23.1,3.0,12.0,2,12,2,2,8,1,23739.0,34,True
219,193x,1,17,0,1208,1856,65.09,12,,12,25.3,12.0,12.0,11,12,1,5,1,1,9032.0,42,True
908,199x,11,11,0,2075,2119,97.92,10,,15,23.7,1.0,15.0,4,16,5,1,2,2,42698.0,40,True
81,193x,15,3,0,1627,1153,141.11,2,Runner-up,12,24.5,3.0,12.0,2,12,3,0,8,3,23141.0,29,True
154,196x,13,5,0,1319,1088,121.23,3,Finalist,12,22.5,4.0,12.0,3,12,3,0,6,3,26867.0,33,True
832,200x,12,10,0,2171,2266,95.81,7,Finalist,16,25.0,5.0,16.0,7,16,3,0,6,3,37275.0,34,True
1036,200x,9,13,0,1962,2120,92.55,9,,16,23.1,2.0,16.0,7,16,3,2,4,1,40581.0,38,True
1366,200x,4,18,0,1670,2535,65.88,15,,16,23.4,3.0,16.0,11,16,1,2,0,1,34452.0,38,False
686,193x,14,3,1,1958,1383,141.58,3,Finalist,12,24.8,5.0,12.0,3,12,1,2,6,4,24358.0,33,True
1251,190x,9,7,1,716,610,117.38,5,,8,23.7,6.0,8.0,4,8,5,2,3,3,,36,True
570,197x,11,11,0,1728,1894,91.24,7,,12,22.1,11.0,12.0,8,12,4,3,3,3,19054.0,39,True
1419,194x,4,15,0,1505,2124,70.86,10,,12,24.4,11.0,12.0,7,12,1,0,0,1,11026.0,36,True
139,192x,5,12,0,1030,1370,75.18,10,,12,25.0,,,12,12,2,1,2,2,11262.0,33,True
1200,201x,7,15,0,1573,2044,76.96,13,,18,24.2,17.0,18.0,11,18,0,2,3,1,29760.0,39,True
961,189x,11,6,0,855,513,166.67,4,,8,23.7,1.0,8.0,2,8,2,2,3,3,,34,True
1378,200x,3,18,1,2021,2469,81.86,15,,16,24.0,13.0,16.0,12,16,0,5,0,1,42524.0,36,True
843,201x,17,5,0,1857,1564,118.73,1,Finalist,18,25.6,4.0,18.0,16,18,6,1,8,2,32208.0,38,False
418,193x,9,9,0,1553,1553,100.0,7,,12,23.9,8.0,12.0,7,12,3,0,4,3,14500.0,36,False
378,198x,7,14,1,2361,2638,89.5,11,,14,23.0,4.0,14.0,9,14,0,2,2,1,15662.0,45,True
520,200x,14,8,0,2183,1998,109.26,4,Finalist,16,24.1,14.0,16.0,7,16,2,1,8,3,33418.0,33,True
1280,199x,10,12,0,1883,2253,83.58,13,,16,23.6,9.0,16.0,9,16,5,0,2,4,35614.0,37,True
517,189x,6,10,1,624,695,89.78,6,,8,23.2,3.0,8.0,5,8,1,2,2,1,,44,True
1440,189x,3,13,1,419,846,49.53,7,,8,24.3,7.0,8.0,7,8,1,2,1,1,,40,True
357,196x,6,12,0,1065,1178,90.41,10,,12,21.4,12.0,12.0,4,12,2,3,3,1,19630.0,39,True
1434,194x,13,6,0,1616,1308,123.55,3,Finalist,12,23.5,3.0,12.0,7,12,5,2,5,2,23666.0,31,True
396,194x,5,10,0,1217,1358,89.62,10,,11,23.7,10.0,11.0,10,12,1,2,1,2,8883.0,49,True
0,200x,9,12,1,2123,1976,107.44,11,,16,25.4,7.0,16.0,4,16,2,6,3,4,27349.0,34,False
1077,193x,11,7,0,1520,1555,97.75,7,,12,24.5,7.0,12.0,9,12,3,0,3,3,16946.0,35,True
370,199x,9,13,0,2166,2398,90.33,10,,15,24.2,14.0,15.0,11,15,1,1,4,1,16840.0,34,True
918,194x,7,12,0,1211,1444,83.86,9,,12,23.6,4.0,12.0,10,12,3,3,1,2,14490.0,39,True
848,199x,14,8,0,2100,2062,101.84,3,Finalist,16,24.0,15.0,16.0,2,16,2,3,7,4,30143.0,36,True
1529,202x,6,10,1,938,1185,79.16,13,,18,25.2,8.0,18.0,8,18,3,2,4,1,5480.0,38,True
487,193x,4,14,0,1164,1535,75.83,11,,12,24.0,9.0,12.0,5,12,1,3,1,1,12971.0,38,True
1386,198x,2,20,0,1846,2566,71.94,12,,12,23.7,12.0,12.0,10,14,0,1,0,0,15609.0,40,True
59,197x,5,16,1,1705,2551,66.84,9,,12,21.6,12.0,12.0,12,12,2,1,0,1,12671.0,40,True
652,194x,10,4,0,1361,1132,120.23,5,,11,25.6,1.0,12.0,4,11,1,1,4,5,11643.0,33,True
1412,192x,12,6,0,1303,1048,124.33,4,Finalist,12,25.4,2.0,12.0,8,12,4,3,6,3,22571.0,31,True
1135,201x,9,13,0,1579,1718,91.91,13,,18,24.7,14.0,18.0,12,18,4,4,2,1,33746.0,37,False
667,201x,6,16,0,1983,2264,87.59,15,,18,24.4,8.0,18.0,9,18,1,5,3,2,25196.0,37,True
179,194x,4,15,0,1272,1730,73.53,11,,12,23.5,12.0,12.0,9,12,2,2,0,3,11295.0,38,True
462,195x,4,13,1,1149,1580,72.72,12,,12,23.4,9.0,12.0,12,12,1,2,2,1,16678.0,41,True
131,195x,12,6,0,1435,1099,130.57,4,Finalist,12,23.2,6.0,12.0,6,12,1,2,5,3,28386.0,31,True
40,195x,14,4,0,1499,1193,125.65,2,Finalist,12,22.7,7.0,12.0,2,12,4,2,7,3,27954.0,34,True
544,201x,16,6,0,2181,1678,129.98,6,Finalist,18,25.6,2.0,18.0,8,18,4,1,6,4,34231.0,35,False
879,199x,11,10,1,1893,1921,98.54,8,Finalist,16,25.7,15.0,16.0,15,16,3,1,5,3,25573.0,37,True
730,194x,13,6,0,1917,1628,117.75,3,Finalist,12,25.7,5.0,12.0,9,12,5,2,5,1,23514.0,34,True
92,194x,7,11,0,1480,1696,87.26,10,,12,23.8,12.0,12.0,8,12,4,3,1,3,10861.0,45,False
1566,194x,6,8,0,1076,1314,81.89,7,,11,25.6,11.0,12.0,11,11,1,0,2,2,5786.0,45,True
897,192x,6,12,0,1336,1343,99.48,9,,12,24.9,3.0,12.0,7,12,2,6,2,0,12923.0,33,True
1261,194x,11,4,0,1778,1322,134.49,2,Runner-up,11,24.8,3.0,12.0,1,11,1,2,5,3,16471.0,37,True
1105,194x,3,15,0,1367,2003,68.25,12,,12,24.1,9.0,12.0,11,11,0,0,1,1,6389.0,38,True
1583,192x,6,11,1,1198,1237,96.85,8,,12,24.2,4.0,12.0,5,12,2,6,4,2,15994.0,33,True
511,195x,9,9,0,1419,1298,109.32,6,,12,23.1,3.0,12.0,7,12,2,6,2,2,19560.0,35,True
348,201x,10,11,1,1864,2055,90.71,12,,18,25.6,3.0,18.0,4,18,4,2,4,3,39388.0,37,True
30,199x,5,16,1,1654,2139,77.33,15,,16,24.1,7.0,16.0,3,16,0,2,1,2,20531.0,38,True
1319,198x,13,9,0,2216,1964,112.83,5,Finalist,14,23.8,2.0,14.0,2,14,1,4,5,3,34571.0,41,True
1473,201x,8,14,0,1918,2091,91.73,14,,18,23.2,17.0,18.0,12,18,1,2,2,2,17726.0,42,False
974,195x,12,6,0,1316,1165,112.96,4,Finalist,12,23.2,10.0,12.0,10,12,5,3,6,3,22745.0,36,True
176,198x,7,15,0,2151,2745,78.36,10,,12,24.8,8.0,12.0,14,14,3,2,4,0,21349.0,43,True
937,202x,12,5,0,1095,936,116.99,5,Finalist,18,25.7,5.0,18.0,9,18,1,2,3,3,12007.0,37,False
503,197x,6,16,0,1705,2043,83.46,10,,12,22.0,12.0,12.0,7,12,2,2,2,1,21395.0,36,True
982,200x,3,19,0,1682,2300,73.13,16,,16,24.9,5.0,16.0,15,16,2,4,1,1,33679.0,39,True
1062,202x,4,17,1,1458,2075,70.27,18,,18,24.6,17.0,18.0,18,18,3,0,3,1,14339.0,38,True
602,199x,14,8,0,2283,2143,106.53,3,Finalist,16,24.9,6.0,16.0,8,16,4,2,6,2,33797.0,33,False
767,196x,5,12,1,1446,1763,82.02,9,,12,22.3,8.0,12.0,9,12,0,0,1,1,18510.0,41,False
672,196x,4,13,1,1133,1433,79.06,12,,12,22.3,11.0,12.0,11,12,3,3,0,2,16733.0,41,True
241,196x,4,14,0,1060,1481,71.57,12,,12,22.5,10.0,12.0,10,12,3,3,1,1,16518.0,37,True
749,190x,10,7,0,831,766,108.49,5,,8,25.0,8.0,8.0,5,8,3,2,5,2,,40,False
1195,198x,5,17,0,1725,2434,70.87,14,,14,23.4,10.0,14.0,11,14,1,1,1,0,19556.0,41,True
1330,194x,2,15,1,1268,1914,66.25,11,,12,25.8,5.0,11.0,10,12,1,0,1,0,9056.0,43,True
962,190x,2,16,0,852,1301,65.49,9,,10,24.1,10.0,10.0,5,10,0,5,0,1,8495.0,33,True
113,197x,9,13,0,2079,2142,97.06,9,,12,22.8,11.0,12.0,11,12,3,7,5,4,14622.0,39,True
583,196x,14,4,0,1532,1109,138.14,1,Premier,12,22.9,3.0,12.0,7,12,4,1,7,3,41762.0,32,True
913,200x,15,7,0,2079,1893,109.83,3,Finalist,16,25.2,10.0,16.0,11,16,3,1,6,3,33534.0,35,False
976,194x,12,8,0,1717,1576,108.95,5,,12,25.0,4.0,12.0,3,12,3,3,6,1,17475.0,33,True
1078,197x,15,7,0,2168,1729,125.39,3,Finalist,12,22.9,7.0,12.0,1,12,0,2,7,1,26184.0,36,True
1093,189x,2,12,0,376,737,51.02,7,,8,23.8,,,7,8,1,2,1,1,3000.0,39,True
907,192x,5,10,1,1090,1164,93.64,7,,9,25.1,8.0,9.0,6,9,2,5,2,2,15496.0,32,True
1369,195x,7,11,0,1349,1519,88.81,10,,12,22.9,9.0,12.0,9,12,4,2,3,3,21515.0,43,False
872,201x,17,5,0,2428,1833,132.46,2,Finalist,18,24.3,14.0,17.0,11,18,4,2,7,3,32225.0,38,False
751,201x,4,18,0,1480,2436,60.76,18,,18,24.5,16.0,18.0,14,18,1,1,1,0,27490.0,42,True
734,190x,11,6,0,859,550,156.18,3,Finalist,8,25.9,4.0,8.0,2,8,4,1,3,4,16000.0,32,True
466,195x,5,13,0,1311,1595,82.19,10,,12,24.1,9.0,12.0,12,12,2,2,2,2,14890.0,39,True
271,200x,10,12,0,2022,2190,92.33,12,,16,24.3,16.0,16.0,9,16,4,2,4,1,36495.0,34,True
77,195x,11,7,0,1341,1348,99.48,4,Finalist,12,23.8,5.0,12.0,7,12,2,0,4,1,29479.0,30,True
456,198x,16,6,0,2576,2057,125.23,4,Finalist,12,24.4,4.0,12.0,4,12,5,0,9,4,32562.0,33,True
405,200x,17,5,0,2257,1874,120.44,1,Premier,16,24.2,2.0,16.0,3,16,7,3,8,4,39120.0,34,False
183,192x,11,6,1,1228,1164,105.5,5,,12,25.2,3.0,12.0,5,12,5,0,4,3,18527.0,31,True
1072,197x,10,12,0,2110,2162,97.59,8,,12,22.9,4.0,12.0,8,12,2,3,5,3,21083.0,39,True
1416,190x,8,9,0,550,673,81.72,5,,8,25.2,6.0,8.0,6,8,3,2,2,0,,36,False
1417,201x,9,13,0,2060,2155,95.59,10,,17,24.3,4.0,16.0,15,18,0,3,2,2,28705.0,41,True
1120,190x,7,10,0,594,770,77.14,6,,8,24.1,7.0,8.0,3,8,2,3,3,2,,44,True
610,201x,14,8,0,2026,1731,117.04,6,Finalist,18,25.5,10.0,18.0,8,18,3,1,6,4,32395.0,36,True
63,201x,16,5,1,2330,1572,148.22,2,Runner-up,18,24.6,9.0,18.0,6,18,1,2,7,3,35628.0,35,False
894,201x,18,4,0,2355,1634,144.12,3,Finalist,17,25.0,7.0,16.0,1,18,2,2,8,3,43202.0,35,True
1213,201x,5,16,1,1691,2144,78.87,14,,18,24.0,16.0,17.0,7,18,2,1,2,0,20620.0,36,False
1519,199x,12,10,0,1940,1773,109.42,7,Finalist,16,24.4,5.0,16.0,5,16,3,5,6,1,32386.0,38,False
287,193x,15,3,0,1824,1348,135.31,1,Premier,12,24.3,5.0,12.0,2,12,1,0,6,5,18032.0,29,True
38,192x,8,9,0,1116,1120,99.64,6,,12,24.7,9.0,9.0,9,12,2,2,1,2,17075.0,36,True
677,195x,10,8,0,1208,1421,85.01,6,,12,23.2,3.0,12.0,11,12,6,1,5,2,16831.0,38,True
1463,190x,2,15,0,476,1013,46.99,7,,8,23.7,7.0,8.0,6,8,1,2,0,0,,40,True
1296,195x,3,15,0,1233,1617,76.25,11,,12,23.2,3.0,12.0,12,12,2,4,1,1,16885.0,45,True
1006,192x,4,12,0,1045,1380,75.72,9,,9,25.2,6.0,9.0,6,12,2,1,0,1,18080.0,38,True
755,197x,10,12,0,2264,1986,114.0,8,,12,22.5,5.0,12.0,1,12,0,5,4,2,19514.0,39,True
198,190x,2,15,0,595,1083,54.94,8,,8,24.5,5.0,8.0,5,8,2,4,1,0,,45,False
945,194x,9,10,0,1529,1355,112.84,7,,12,24.6,3.0,12.0,7,12,0,3,3,0,19319.0,31,True
468,194x,9,9,0,1696,1558,108.86,6,,12,24.4,11.0,12.0,6,12,1,3,4,2,15048.0,35,True
690,190x,5,12,0,775,1206,64.26,7,,8,23.6,6.0,8.0,6,8,2,0,1,1,,43,True
777,201x,19,3,0,2523,1859,135.72,1,Premier,18,25.6,1.0,18.0,2,18,3,2,10,5,45769.0,34,True
1464,196x,10,8,0,1233,1143,107.87,6,,12,22.0,6.0,12.0,2,12,2,3,3,3,25768.0,37,True
745,199x,8,14,0,1878,2113,88.88,11,,15,24.9,8.0,14.0,7,15,2,4,2,1,24713.0,41,True
422,195x,9,9,0,1385,1323,104.69,8,,12,23.2,5.0,12.0,10,12,3,3,4,3,20089.0,41,False
845,197x,11,11,0,1930,2038,94.7,7,,12,21.9,8.0,12.0,9,12,2,3,6,2,19014.0,41,True
631,201x,11,11,0,2045,1750,116.86,9,,18,24.8,13.0,18.0,2,18,1,4,5,4,31448.0,36,False
119,200x,6,16,0,1747,2259,77.34,14,,16,23.9,14.0,16.0,6,16,2,1,2,2,28682.0,40,False
427,193x,6,12,0,1391,1720,80.87,9,,12,24.8,10.0,12.0,8,12,2,2,1,1,9786.0,31,True
1582,197x,7,15,0,2272,2508,90.59,11,,12,22.8,7.0,12.0,9,12,0,4,3,0,18242.0,41,True
998,195x,10,8,0,1471,1364,107.84,6,,12,23.1,4.0,12.0,4,12,2,2,5,2,26150.0,30,True
619,198x,4,18,0,1708,2081,82.08,14,,14,23.8,10.0,14.0,12,14,1,6,1,0,17855.0,42,True
1548,201x,10,12,0,2064,1909,108.12,11,,18,24.4,2.0,18.0,10,18,3,5,5,3,31494.0,36,False
91,200x,7,14,1,1680,2015,83.37,13,,16,24.0,7.0,16.0,9,16,3,2,3,3,27024.0,37,True
870,198x,13,9,0,2360,2244,105.17,5,Finalist,12,25.2,3.0,12.0,3,12,3,1,6,3,32792.0,39,True
1240,194x,8,10,1,1646,1713,96.09,9,,12,24.0,3.0,12.0,4,12,1,2,3,1,19085.0,36,True
1547,198x,18,4,0,2599,1883,138.02,1,Premier,14,24.1,3.0,12.0,3,14,4,3,8,5,32374.0,35,True
770,192x,12,5,0,1292,1028,125.68,5,,12,24.6,3.0,9.0,8,12,3,2,6,5,19094.0,30,True
510,202x,16,6,0,2067,1616,127.91,3,Runner-up,18,25.3,6.0,18.0,8,18,3,2,7,4,35789.0,35,False
11,199x,4,18,0,1973,2326,84.82,16,,16,23.5,14.0,16.0,15,16,0,5,3,1,40307.0,39,True
406,196x,2,16,0,1125,1654,68.02,11,,12,22.4,11.0,12.0,8,12,0,2,1,0,16646.0,45,False
293,200x,11,11,0,2385,2351,101.45,9,,16,24.4,14.0,16.0,8,16,0,2,4,4,31607.0,35,True
1097,199x,1,19,0,1837,2901,63.32,15,,15,24.0,15.0,15.0,15,15,0,1,0,0,12803.0,43,False
706,202x,2,20,0,1337,2397,55.78,18,,18,24.2,18.0,18.0,17,18,1,2,0,0,21186.0,39,True
1333,198x,5,17,0,2150,2737,78.55,12,,12,23.2,11.0,12.0,12,12,1,2,3,1,19065.0,43,True
1516,200x,13,9,0,2053,2069,99.23,5,Finalist,16,24.3,10.0,16.0,14,16,4,2,7,2,31511.0,33,True
705,192x,2,14,0,819,1432,57.19,9,,9,25.1,7.0,9.0,8,9,0,1,1,0,9986.0,53,True
873,201x,17,5,0,2235,1554,143.82,2,Finalist,18,25.8,10.0,18.0,2,18,3,1,7,4,37889.0,33,True
165,192x,12,5,1,1703,1399,121.73,3,Runner-up,12,23.8,2.0,12.0,3,12,3,2,5,3,25196.0,29,True
919,199x,12,8,0,2354,2109,111.62,7,,15,24.5,1.0,15.0,4,15,3,2,5,5,28497.0,36,True
1343,193x,2,14,2,1272,1731,73.48,11,,12,23.9,9.0,12.0,10,12,2,4,2,0,14139.0,38,True
264,199x,9,13,0,1777,1963,90.52,12,,16,23.6,2.0,16.0,11,16,3,2,4,2,32594.0,39,True
345,194x,11,9,0,1802,1742,103.44,7,,12,24.7,1.0,12.0,5,12,3,1,6,1,19425.0,38,True
1520,200x,14,7,1,2295,1882,121.94,3,Premier,16,25.5,2.0,16.0,2,16,1,4,6,4,36151.0,32,False
1069,198x,11,10,1,1959,2046,95.75,7,,14,23.3,8.0,12.0,8,14,1,2,4,2,16887.0,37,True
528,190x,2,16,0,803,1170,68.63,10,,10,24.4,6.0,8.0,9,10,0,5,0,1,,42,True
1044,196x,13,5,0,1382,1142,121.02,5,,12,23.5,1.0,12.0,12,12,3,2,5,3,21143.0,34,True
786,192x,15,3,0,1604,1074,149.35,1,Runner-up,12,24.5,4.0,12.0,1,12,4,1,8,2,23372.0,29,True
1432,196x,5,12,1,1166,1375,84.8,9,,12,22.2,4.0,12.0,7,12,1,3,1,0,28239.0,40,True
778,192x,18,0,0,1918,1117,171.71,1,Premier,12,24.2,1.0,12.0,1,12,1,0,9,4,23461.0,26,True
1193,197x,3,19,0,1857,2859,64.95,12,,12,24.1,6.0,12.0,11,12,0,2,0,0,18665.0,39,True
1607,196x,9,9,0,1146,1301,88.09,7,,12,22.3,9.0,12.0,10,12,4,0,2,4,19532.0,36,True
534,193x,5,13,0,1635,1958,83.5,10,,12,23.8,12.0,12.0,8,12,1,3,0,1,14417.0,39,True
23,192x,4,12,0,1043,1252,83.31,8,,9,25.3,9.0,9.0,3,12,1,5,2,1,15729.0,35,True
366,194x,4,10,0,1105,1413,78.2,9,,11,24.7,9.0,12.0,9,11,0,2,1,1,5679.0,44,True
1591,194x,10,9,0,1488,1521,97.83,7,,12,24.3,7.0,12.0,5,12,4,4,5,2,15053.0,35,True
350,199x,10,11,1,2076,1973,105.22,8,Finalist,16,24.2,,,16,16,1,3,2,0,24468.0,37,False
443,198x,18,4,0,2698,1906,141.55,1,Premier,12,25.4,3.0,12.0,2,14,1,0,9,4,27900.0,31,True
485,196x,10,7,1,1367,1362,100.37,6,,12,21.8,9.0,12.0,2,12,3,2,4,2,23697.0,35,True
224,196x,7,10,1,1294,1381,93.7,7,,12,24.3,9.0,12.0,8,12,0,2,3,1,16146.0,31,True
936,195x,3,15,0,1038,1491,69.62,12,,12,22.7,11.0,12.0,8,12,0,3,0,1,13138.0,41,True
1574,196x,13,4,1,1499,1151,130.23,3,Finalist,12,23.6,5.0,12.0,4,12,4,1,7,2,30885.0,29,True
1040,202x,5,11,1,996,1099,90.63,14,,18,23.7,18.0,18.0,16,18,0,2,1,1,4147.0,32,False
1576,191x,6,12,0,1034,1090,94.86,7,,10,24.1,9.0,10.0,8,10,1,5,2,1,9892.0,30,True
95,195x,0,18,0,1022,2052,49.81,12,,12,23.5,12.0,12.0,11,12,0,3,0,0,9820.0,39,True
1037,200x,4,18,0,1693,2445,69.24,16,,16,24.5,13.0,16.0,12,16,1,2,1,0,34181.0,39,True
1101,198x,7,15,0,2003,2673,74.93,11,,12,23.5,11.0,12.0,5,14,2,2,2,3,19114.0,46,True
1125,191x,12,6,0,1064,855,124.44,4,Runner-up,10,25.2,2.0,10.0,7,10,3,5,7,4,26817.0,33,True
713,192x,4,11,1,1127,1235,91.26,9,,9,25.6,7.0,9.0,3,9,1,4,1,1,16116.0,34,False
1544,198x,13,9,0,2003,1961,102.14,5,Runner-up,14,23.6,5.0,14.0,4,14,2,1,6,4,35936.0,32,True
1025,193x,12,6,0,1613,1289,125.14,3,Finalist,12,25.0,2.0,12.0,1,12,3,4,5,2,25465.0,34,True
159,191x,8,9,1,1025,1026,99.9,6,,10,23.4,5.0,10.0,4,10,3,2,2,3,4432.0,31,True
1133,200x,9,12,1,2111,2469,85.5,13,,16,24.9,8.0,16.0,3,16,1,1,4,0,32804.0,36,True
1405,200x,8,14,0,1893,2029,93.3,11,,16,23.7,15.0,16.0,16,16,2,3,1,4,32843.0,38,False
1619,198x,9,13,0,2328,2233,104.25,9,,12,23.4,8.0,12.0,11,12,1,1,4,1,24597.0,40,True
807,197x,13,9,0,2443,2341,104.36,4,Finalist,12,23.3,5.0,12.0,8,12,3,3,5,1,25505.0,35,True
595,201x,16,5,1,2035,1518,134.06,3,Runner-up,18,24.5,7.0,18.0,4,18,2,1,6,3,32746.0,39,False
720,198x,14,8,0,1876,1944,96.5,4,Finalist,14,23.6,5.0,14.0,4,14,8,0,8,2,29211.0,35,True
1363,196x,11,7,0,1390,1281,108.51,5,,12,21.9,4.0,12.0,9,12,0,2,4,2,28381.0,36,True
499,191x,9,5,1,843,724,116.44,2,Finalist,6,25.6,1.0,4.0,3,8,4,3,4,3,15005.0,29,True
574,190x,12,4,1,884,653,135.38,2,Premier,8,24.1,1.0,8.0,2,8,3,2,5,4,24667.0,27,True
1176,198x,13,8,1,2402,2417,99.38,4,Finalist,14,23.3,7.0,12.0,11,14,4,1,8,2,21108.0,38,True
1154,196x,5,13,0,1307,1510,86.56,9,,12,22.7,1.0,12.0,1,12,1,3,2,1,18540.0,34,True
